Player,Nation,Pos,Age,Playing Time_MP,Playing Time.1_Starts,Playing Time.2_Min,Playing Time.3_90s,Performance_Gls,Performance.1_Ast,Performance.2_G+A,Performance.3_G-PK,Performance.4_PK,Performance.5_PKatt,Performance.6_CrdY,Performance.7_CrdR,Expected_xG,Expected.1_npxG,Expected.2_xAG,Expected.3_npxG+xAG,Progression_PrgC,Progression.1_PrgP,Progression.2_PrgR,Per 90 Minutes_Gls,Per 90 Minutes.1_Ast,Per 90 Minutes.2_G+A,Per 90 Minutes.3_G-PK,Per 90 Minutes.4_G+A-PK,Per 90 Minutes.5_xG,Per 90 Minutes.6_xAG,Per 90 Minutes.7_xG+xAG,Per 90 Minutes.8_npxG,Per 90 Minutes.9_npxG+xAG,MP,Playing Time_Starts,Playing Time.1_Min,Playing Time.2_90s
Stefano Turati,it ITA,GK,18.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0
Federico Artioli,it ITA,MF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Matteo Saccani,it ITA,DF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Samuele Vitale,it ITA,GK,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Alessandro Mercati,it ITA,MF,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Luigi Samele,it ITA,FW,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Stefano Piccinini,it ITA,DF,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Andrea Ghion,it ITA,MF,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Raul Steau,ro ROU,MF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Gianluca Scamacca,it ITA,FW,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Emmanuel Gyasi,gh GHA,FW,26.0,,,,,5.0,6.0,11.0,5.0,0.0,0.0,4.0,0.0,5.1,5.1,4.1,9.2,70.0,69.0,250.0,0.15,0.18,0.34,0.15,0.34,0.16,0.13,0.29,0.16,0.29,39.0,33.0,2936.0,32.6
Ivan Provedel,it ITA,GK,26.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,2610.0,29.0
Matteo Ricci,it ITA,MF,26.0,,,,,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.6,2.6,26.0,185.0,21.0,0.0,0.11,0.11,0.0,0.11,0.04,0.06,0.1,0.04,0.1,32.0,28.0,2437.0,27.1
Giulio Maggiore,it ITA,MF,22.0,,,,,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,4.7,4.7,1.9,6.6,38.0,77.0,94.0,0.19,0.04,0.23,0.19,0.23,0.19,0.08,0.27,0.19,0.27,35.0,27.0,2369.0,26.3
Claudio Terzi,it ITA,DF,36.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,0.4,0.4,0.5,0.9,20.0,83.0,1.0,0.05,0.05,0.09,0.05,0.09,0.02,0.02,0.04,0.02,0.04,27.0,23.0,1969.0,21.9
Martin Erlic,hr CRO,DF,22.0,,,,,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,1.2,1.2,0.2,1.4,15.0,58.0,2.0,0.14,0.05,0.19,0.14,0.19,0.06,0.01,0.07,0.06,0.07,28.0,20.0,1918.0,21.3
Luca Vignali,it ITA,DF,24.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.7,0.8,30.0,69.0,57.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.01,0.04,25.0,22.0,1908.0,21.2
M'Bala Nzola,ao ANG,FW,23.0,,,,,11.0,3.0,14.0,7.0,4.0,4.0,5.0,0.0,9.3,6.2,2.1,8.3,26.0,25.0,119.0,0.52,0.14,0.66,0.33,0.47,0.44,0.1,0.54,0.29,0.39,25.0,21.0,1896.0,21.1
Julian Chabot,de GER,DF,22.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,12.0,1.0,0.7,0.7,0.5,1.3,11.0,57.0,4.0,0.05,0.05,0.1,0.05,0.1,0.04,0.03,0.07,0.04,0.07,27.0,21.0,1853.0,20.6
Nahuel Estévez,ar ARG,MF,24.0,,,,,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,1.9,1.9,2.8,4.7,32.0,101.0,80.0,0.0,0.15,0.15,0.0,0.15,0.09,0.14,0.24,0.09,0.24,29.0,20.0,1838.0,20.4
Diego Farias,br BRA,FW,30.0,,,,,5.0,4.0,9.0,5.0,0.0,0.0,5.0,0.0,3.2,3.2,3.6,6.7,47.0,67.0,131.0,0.27,0.22,0.49,0.27,0.49,0.19,0.21,0.4,0.19,0.4,32.0,18.0,1669.0,18.5
Riccardo Marchizza,it ITA,DF,22.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,1.6,1.9,33.0,45.0,84.0,0.0,0.11,0.11,0.0,0.11,0.02,0.09,0.11,0.02,0.11,25.0,18.0,1646.0,18.3
Ardian Ismajli,al ALB,DF,23.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,0.6,1.3,4.0,40.0,0.0,0.05,0.05,0.11,0.05,0.11,0.05,0.04,0.09,0.05,0.09,21.0,17.0,1639.0,18.2
Kevin Agudelo,co COL,FW,21.0,,,,,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,1.5,1.5,1.3,2.8,50.0,43.0,82.0,0.06,0.11,0.17,0.06,0.17,0.1,0.09,0.19,0.1,0.19,33.0,16.0,1591.0,17.7
Simone Bastoni,it ITA,DF,23.0,,,,,1.0,7.0,8.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,3.1,4.3,51.0,85.0,78.0,0.06,0.4,0.46,0.06,0.46,0.07,0.18,0.26,0.07,0.26,23.0,19.0,1567.0,17.4
Salvador Ferrer,es ESP,DF,22.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,1.3,1.4,28.0,46.0,49.0,0.0,0.07,0.07,0.0,0.07,0.01,0.1,0.1,0.01,0.1,19.0,15.0,1280.0,14.2
Tommaso Pobega,it ITA,MF,21.0,,,,,6.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,3.2,3.2,0.3,3.5,12.0,38.0,40.0,0.44,0.0,0.44,0.44,0.44,0.23,0.02,0.25,0.23,0.25,20.0,17.0,1229.0,13.7
Daniele Verde,it ITA,FW,24.0,,,,,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,3.0,3.0,1.9,5.0,28.0,30.0,88.0,0.6,0.07,0.67,0.6,0.67,0.28,0.18,0.45,0.28,0.45,24.0,14.0,1210.0,13.4
Léo Sena,br BRA,MF,24.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,30.0,92.0,12.0,0.0,0.09,0.09,0.0,0.09,0.01,0.01,0.02,0.01,0.02,19.0,9.0,1022.0,11.4
Roberto Piccoli,it ITA,FW,19.0,,,,,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,5.6,5.6,0.6,6.2,8.0,6.0,44.0,0.56,0.09,0.65,0.56,0.65,0.72,0.08,0.8,0.72,0.8,23.0,10.0,966.0,10.7
Lucien Agoume,fr FRA,MF,18.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,6.0,46.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,13.0,10.0,910.0,10.1
Gennaro Acampora,it ITA,"MF,FW",26.0,,,,,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,15.0,28.0,19.0,0.14,0.28,0.43,0.14,0.43,0.06,0.0,0.07,0.06,0.07,17.0,4.0,632.0,7.0
Alessandro Deiola,it ITA,MF,24.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.6,3.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,15.0,7.0,624.0,6.9
Jeroen Zoet,nl NED,GK,29.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,603.0,6.7
Andrey Galabinov,bg BUL,FW,31.0,,,,,4.0,2.0,6.0,3.0,1.0,2.0,0.0,0.0,3.0,2.2,0.2,2.4,3.0,10.0,18.0,0.66,0.33,1.0,0.5,0.83,0.62,0.04,0.66,0.45,0.49,14.0,6.0,542.0,6.0
Riccardo Saponara,it ITA,"FW,MF",28.0,,,,,4.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,0.7,1.7,17.0,20.0,30.0,0.71,0.0,0.71,0.71,0.71,0.23,0.16,0.39,0.23,0.39,10.0,6.0,509.0,5.7
Cristian Dell'Orco,it ITA,DF,26.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,6.0,2.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,11.0,4.0,450.0,5.0
Jacopo Sala,it ITA,DF,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,6.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,7.0,5.0,435.0,4.8
Titas Krapikas,lt LTU,GK,21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,4.0,420.0,4.7
Juan Manuel Ramos,uy URU,DF,23.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,7.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,8.0,3.0,378.0,4.2
Paolo Bartolomei,it ITA,MF,30.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.5,8.0,10.0,14.0,0.0,0.28,0.28,0.0,0.28,0.04,0.09,0.13,0.04,0.13,6.0,3.0,320.0,3.6
Luca Mora,it ITA,MF,32.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,6.0,3.0,288.0,3.2
Rafael,br BRA,GK,38.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,0.0,0.17,0.17,0.0,0.17,3.0,2.0,207.0,2.3
Federico Mattiello,it ITA,DF,25.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,96.0,1.1
Elio Capradossi,it ITA,DF,24.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,1.0,1.0,90.0,1.0
Giuseppe Mastinu,it ITA,FW,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,32.0,0.4
Axel Desjardins,ca CAN,GK,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Niccolò Pietra,it ITA,MF,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Nicolò Bertola,it ITA,DF,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Gleison Bremer,br BRA,DF,23.0,,,,,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,3.2,3.2,0.4,3.6,28.0,81.0,9.0,0.15,0.0,0.15,0.15,0.15,0.1,0.01,0.11,0.1,0.11,35.0,34.0,3034.0,33.7
Tomás Rincón,ve VEN,MF,32.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,11.0,1.0,1.3,1.3,1.9,3.3,30.0,125.0,52.0,0.03,0.03,0.06,0.03,0.06,0.04,0.06,0.1,0.04,0.1,39.0,34.0,3026.0,33.6
Andrea Belotti,it ITA,FW,26.0,,,,,13.0,6.0,19.0,9.0,4.0,5.0,4.0,0.0,13.7,9.8,7.0,16.8,81.0,64.0,214.0,0.4,0.18,0.59,0.28,0.46,0.43,0.22,0.65,0.3,0.52,36.0,33.0,2919.0,32.4
Salvatore Sirigu,it ITA,GK,33.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,2880.0,32.0
Saša Lukić,rs SRB,MF,23.0,,,,,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.8,1.8,1.2,3.0,54.0,72.0,83.0,0.12,0.0,0.12,0.12,0.12,0.08,0.05,0.13,0.08,0.13,34.0,24.0,2197.0,24.4
Cristian Ansaldi,ar ARG,"DF,FW",33.0,,,,,1.0,6.0,7.0,0.0,1.0,1.0,1.0,0.0,1.9,1.1,5.0,6.1,91.0,66.0,93.0,0.04,0.25,0.3,0.0,0.25,0.09,0.23,0.32,0.05,0.28,34.0,22.0,2126.0,23.6
Lyanco,br BRA,DF,23.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,0.5,1.5,16.0,69.0,4.0,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,25.0,22.0,2116.0,23.5
Armando Izzo,it ITA,DF,28.0,,,,,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,0.3,1.8,35.0,103.0,20.0,0.09,0.0,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08,26.0,25.0,2078.0,23.1
Wilfried Singo,ci CIV,DF,19.0,,,,,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.2,1.2,2.8,4.1,73.0,62.0,100.0,0.04,0.09,0.13,0.04,0.13,0.06,0.14,0.2,0.06,0.2,30.0,21.0,2032.0,22.6
Karol Linetty,pl POL,MF,25.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,1.0,2.1,27.0,58.0,60.0,0.04,0.0,0.04,0.04,0.04,0.05,0.05,0.1,0.05,0.1,30.0,23.0,2021.0,22.5
Simone Verdi,it ITA,"MF,FW",28.0,,,,,3.0,5.0,8.0,2.0,1.0,1.0,6.0,0.0,3.5,3.5,5.7,9.2,52.0,68.0,87.0,0.16,0.26,0.41,0.1,0.36,0.2,0.32,0.51,0.2,0.51,34.0,18.0,1740.0,19.3
Simone Zaza,it ITA,FW,29.0,,,,,7.0,0.0,7.0,7.0,0.0,0.0,5.0,0.0,7.5,7.5,1.7,9.2,8.0,12.0,69.0,0.38,0.0,0.38,0.38,0.38,0.46,0.1,0.56,0.46,0.56,31.0,17.0,1655.0,18.4
Nicolas Nkoulou,cm CMR,DF,30.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.1,0.5,2.0,25.0,0.0,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.04,0.03,0.04,20.0,18.0,1598.0,17.8
Rolando Mandragora,it ITA,MF,23.0,,,,,3.0,1.0,4.0,3.0,0.0,0.0,5.0,1.0,2.8,2.8,0.7,3.5,8.0,61.0,28.0,0.18,0.06,0.24,0.18,0.24,0.17,0.04,0.21,0.17,0.21,17.0,17.0,1525.0,16.9
Mërgim Vojvoda,xk KVX,"DF,FW",25.0,,,,,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.1,1.1,0.7,1.8,17.0,46.0,70.0,0.12,0.12,0.25,0.12,0.25,0.07,0.05,0.12,0.07,0.12,25.0,18.0,1442.0,16.0
Ricardo Rodríguez,ch SUI,DF,27.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,19.0,49.0,32.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,18.0,16.0,1359.0,15.1
Alessandro Buongiorno,it ITA,DF,21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.0,0.3,9.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,14.0,11.0,1068.0,11.9
Soualiho Meïté,fr FRA,MF,26.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,11.0,35.0,22.0,0.09,0.09,0.17,0.09,0.17,0.07,0.03,0.1,0.07,0.1,16.0,12.0,1036.0,11.5
Antonio Sanabria,py PAR,FW,24.0,,,,,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,3.3,3.3,0.6,3.9,11.0,20.0,48.0,0.46,0.09,0.55,0.46,0.55,0.3,0.05,0.36,0.3,0.36,14.0,12.0,978.0,10.9
Nicola Murru,it ITA,DF,25.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.7,15.0,26.0,37.0,0.0,0.11,0.11,0.0,0.11,0.07,0.04,0.11,0.07,0.11,17.0,9.0,783.0,8.7
Vanja Milinković-Savić,rs SRB,GK,23.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,780.0,8.7
Federico Bonazzoli,it ITA,FW,23.0,,,,,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.3,1.3,0.7,2.1,7.0,15.0,36.0,0.35,0.23,0.58,0.35,0.58,0.21,0.12,0.33,0.21,0.33,22.0,6.0,774.0,8.6
Amer Gojak,ba BIH,"MF,FW",23.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.3,1.2,8.0,15.0,40.0,0.13,0.13,0.26,0.13,0.26,0.16,0.06,0.22,0.16,0.22,17.0,8.0,687.0,7.6
Jacopo Segre,it ITA,MF,23.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.3,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,12.0,4.0,489.0,5.4
Daniele Baselli,it ITA,MF,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.0,7.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,15.0,3.0,396.0,4.4
Simone Edera,it ITA,"DF,MF",23.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.52,0.77,0.25,0.77,4.0,1.0,170.0,1.9
Álex Berenguer,es ESP,MF,25.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,2.0,2.0,131.0,1.5
Samir Ujkani,xk KVX,GK,32.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,1.0
Vincenzo Millico,it ITA,"FW,MF",19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,4.0,0.0,36.0,0.4
Krisztofer Horváth,hu HUN,MF,18.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,1.0,0.0
Altin Kryeziu,xk KVX,MF,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Christian Celesia,it ITA,MF,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Samuele Vianni,it ITA,FW,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Ibrahim Karamoko,fr FRA,MF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Nicola Rauti,it ITA,FW,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Razvan Sava,ro ROU,GK,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Jean Freddi Greco,it ITA,MF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Erick Ferigra,ec ECU,DF,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Antonio Rosati,it ITA,GK,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Iago Falque,es ESP,"FW,MF",30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Rodrigo De Paul,ar ARG,MF,26.0,,,,,9.0,9.0,18.0,6.0,3.0,3.0,5.0,2.0,6.2,3.8,11.2,15.1,167.0,308.0,135.0,0.24,0.24,0.48,0.16,0.4,0.17,0.32,0.49,0.11,0.42,38.0,38.0,3397.0,37.7
Juan Musso,ar ARG,GK,26.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,3267.0,36.3
Roberto Pereyra,ar ARG,"MF,FW",29.0,,,,,5.0,7.0,12.0,4.0,1.0,1.0,8.0,0.0,4.0,3.2,4.0,7.2,106.0,134.0,193.0,0.15,0.21,0.36,0.12,0.33,0.12,0.12,0.24,0.1,0.22,35.0,35.0,2987.0,33.2
Rodrigo Becão,br BRA,DF,24.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,0.3,1.7,22.0,98.0,22.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,36.0,32.0,2796.0,31.1
Jens Stryger Larsen,dk DEN,DF,29.0,,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3,4.3,43.0,107.0,113.0,0.07,0.0,0.07,0.07,0.07,0.1,0.04,0.15,0.1,0.15,35.0,31.0,2752.0,30.6
Kevin Bonifazi,it ITA,DF,24.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,0.2,1.6,15.0,58.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,32.0,30.0,2663.0,29.6
Samir Santos,br BRA,DF,25.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,0.6,2.0,24.0,88.0,23.0,0.04,0.0,0.04,0.04,0.04,0.05,0.03,0.08,0.05,0.08,32.0,26.0,2399.0,26.7
Walace,br BRA,MF,25.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.3,1.0,17.0,95.0,16.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,30.0,23.0,2055.0,22.8
Nahuel Molina,ar ARG,DF,22.0,,,,,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,2.6,4.0,34.0,70.0,156.0,0.09,0.23,0.33,0.09,0.33,0.07,0.13,0.2,0.07,0.2,31.0,19.0,1924.0,21.4
Tolgay Arslan,de GER,MF,29.0,,,,,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.9,0.9,0.4,1.3,48.0,80.0,37.0,0.15,0.0,0.15,0.15,0.15,0.04,0.02,0.07,0.04,0.07,31.0,25.0,1832.0,20.4
Marvin Zeegelaar,nl NED,DF,29.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.6,1.6,0.9,2.5,35.0,70.0,88.0,0.05,0.0,0.05,0.05,0.05,0.08,0.05,0.13,0.08,0.13,25.0,24.0,1830.0,20.3
Bram Nuytinck,nl NED,DF,30.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,14.0,54.0,2.0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,21.0,20.0,1761.0,19.6
Stefano Okaka,it ITA,FW,30.0,,,,,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,0.6,4.5,15.0,22.0,110.0,0.24,0.06,0.3,0.24,0.3,0.23,0.04,0.27,0.23,0.27,23.0,17.0,1505.0,16.7
Kevin Lasagna,it ITA,FW,27.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,7.4,7.4,1.0,8.4,20.0,23.0,79.0,0.15,0.07,0.22,0.15,0.22,0.6,0.08,0.68,0.6,0.68,18.0,13.0,1207.0,13.4
Sebastien De Maio,fr FRA,DF,33.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,16.0,9.0,880.0,9.8
Ignacio Pussetto,ar ARG,FW,24.0,,,,,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.5,2.5,0.9,3.4,25.0,18.0,62.0,0.41,0.1,0.51,0.41,0.51,0.3,0.11,0.41,0.3,0.41,13.0,10.0,874.0,9.7
Ilija Nestorovski,mk MKD,"FW,MF",30.0,,,,,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,4.7,4.7,1.3,6.0,2.0,13.0,44.0,0.23,0.23,0.46,0.23,0.46,0.6,0.17,0.76,0.6,0.76,23.0,5.0,791.0,8.8
Gerard Deulofeu,es ESP,"FW,MF",26.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,1.1,2.5,34.0,27.0,73.0,0.23,0.12,0.35,0.23,0.35,0.21,0.17,0.38,0.21,0.38,15.0,9.0,781.0,8.7
Jean-Victor Makengo,fr FRA,MF,22.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,10.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,19.0,7.0,732.0,8.1
